date,format,startTime,endTime,sessionName,sessionLongName,sessionNumber,sessionTracks,paperID,paperTitle,paperAuthors
2020-11-17,gather,14:00,16:00,Gather Session 3B,Gather Session 3B: NLP Applications,3B,NLP Applications,2515, TNT: Text Normalization based Pre-training of Transformers for Content Moderation ,"Fei Tan, Yifan Hu, Changwei Hu, Keqian Li and Kevin Yen"
2020-11-17,gather,14:00,16:00,Gather Session 3B,Gather Session 3B: NLP Applications,3B,NLP Applications,3093, Methods for Numeracy-Preserving Word Embeddings ,"Dhanasekar Sundararaman, Shijing Si, Vivek Subramanian, Guoyin Wang, Devamanyu Hazarika and Lawrence Carin"
2020-11-17,gather,14:00,16:00,Gather Session 3B,Gather Session 3B: NLP Applications,3B,NLP Applications,3486, An Empirical Investigation of Contextualized Number Prediction ,Taylor Berg-Kirkpatrick and Daniel Spokoyny
2020-11-17,gather,14:00,16:00,Gather Session 3B,Gather Session 3B: NLP Applications,3B,NLP Applications,809, Modeling the Music Genre Perception across Language-Bound Cultures ,"Elena V. Epure, Guillaume Salha, Manuel Moussallam and Romain Hennequin"
2020-11-17,gather,14:00,16:00,Gather Session 3B,Gather Session 3B: NLP Applications,3B,NLP Applications,851, Joint Estimation and Analysis of Risk Behavior Ratings in Movie Scripts ,"Victor Martinez, Krishna Somandepalli, Yalda Tehranian-Uhls and Shrikanth Narayanan"
2020-11-17,gather,14:00,16:00,Gather Session 3C,Gather Session 3C: Machine Learning for NLP,3C,Machine Learning for NLP,151, Be More with Less: Hypergraph Attention Networks for Inductive Text Classification ,"Kaize Ding, Jianling Wang, Jundong Li, Dingcheng Li and Huan Liu"
2020-11-17,gather,14:00,16:00,Gather Session 3C,Gather Session 3C: Machine Learning for NLP,3C,Machine Learning for NLP,1528, Entities as Experts: Sparse Memory Access with Entity Supervision ,"Thibault FГ©vry, Livio Baldini Soares, Nicholas FitzGerald, Eunsol Choi and Tom Kwiatkowski"
2020-11-17,gather,14:00,16:00,Gather Session 3C,Gather Session 3C: Machine Learning for NLP,3C,Machine Learning for NLP,2181,H2KGAT: Hierarchical Hyperbolic Knowledge Graph Attention Network,"Shen Wang, Xiaokai Wei, CГ­cero Nogueira dos Santos, Zhiguo Wang, Ramesh Nallapati, Andrew Arnold, Bing Xiang and Philip S. Yu"
2020-11-17,gather,14:00,16:00,Gather Session 3C,Gather Session 3C: Machine Learning for NLP,3C,Machine Learning for NLP,2271, Does the Objective Matter? Comparing Training Objectives for Pronoun Resolution ,"Yordan Yordanov, Oana-Maria Camburu, Vid Kocijan and Thomas Lukasiewicz"
2020-11-17,gather,14:00,16:00,Gather Session 3C,Gather Session 3C: Machine Learning for NLP,3C,Machine Learning for NLP,2491, On Losses for Modern Language Models ,StГ©phane Aroca-Ouellette and Frank Rudzicz
2020-11-17,gather,14:00,16:00,Gather Session 3C,Gather Session 3C: Machine Learning for NLP,3C,Machine Learning for NLP,2784, We Can Detect Your Bias: Predicting the Political Ideology of News Articles ,"Ramy Baly, Giovanni Da San Martino, James Glass and Preslav Nakov"
2020-11-17,gather,14:00,16:00,Gather Session 3C,Gather Session 3C: Machine Learning for NLP,3C,Machine Learning for NLP,2790, Semantic Label Smoothing for Sequence to Sequence Problems ,"Michal Lukasik, Himanshu Jain, Aditya Menon, Seungyeon Kim, Srinadh Bhojanapalli, Felix Yu and Sanjiv Kumar"
2020-11-17,gather,14:00,16:00,Gather Session 3C,Gather Session 3C: Machine Learning for NLP,3C,Machine Learning for NLP,3348, Training for Gibbs Sampling on Conditional Random Fields with Neural Scoring Factors ,Sida Gao and Matthew R. Gormley
2020-11-17,gather,14:00,16:00,Gather Session 3C,Gather Session 3C: Machine Learning for NLP,3C,Machine Learning for NLP,825, Multilevel Text Alignment with Cross-Document Attention ,"Xuhui Zhou, Nikolaos Pappas and Noah A. Smith"
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,2707, A Computational Approach to Understanding Empathy Expressed in Text-Based Mental Health Support ,"Ashish Sharma, Adam Miner, David Atkins and Tim Althoff"
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,3028, Modeling Protagonist Emotions for Emotion-Aware Storytelling ,Faeze Brahman and Snigdha Chaturvedi
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,3068, Help! Need Advice on Identifying Advice ,"Venkata Subrahmanyan Govindarajan, Benjamin Chen, Rebecca Warholic, Katrin Erk and Junyi Jessy Li"
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,3352, Quantifying Intimacy in Language ,Jiaxin Pei and David Jurgens
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,868, Writing Strategies for Science Communication: Data and Computational Analysis ,"Tal August, Lauren Kim, Katharina Reinecke and Noah A. Smith"
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,1339, Zero-Shot Crosslingual Sentence Simplification ,"Jonathan Mallinson, Rico Sennrich and Mirella Lapata"
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,168, Facilitating the Communication of Politeness through Fine-Grained Paraphrasing ,"Liye Fu, Susan Fussell and Cristian Danescu-Niculescu-Mizil"
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,2313, CAT-Gen: Improving Robustness in NLP Models via Controlled Adversarial Text Generation ,"Tianlu Wang, Xuezhi Wang, Yao Qin, Ben Packer, Kang Li, Jilin Chen, Alex Beutel and Ed Chi"
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,2448,Seq2Edits: Sequence Transduction Using Span-level Edit Operations,Felix Stahlberg and Shankar Kumar
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,2916, Controllable Meaning Representation to Text Generation: Linearization and Data Augmentation Strategies ,Chris Kedzie and Kathleen McKeown
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,3403, Blank Language Models ,"Tianxiao Shen, Victor Quach, Regina Barzilay and Tommi Jaakkola"
2020-11-17,gather,14:00,16:00,Gather Session 3D,Gather Session 3D: Computational Social Science and Social Media; Language Generation,3D,Computational Social Science and Social Media; Language Generation,3457,COD3S: Diverse Generation with Discrete Semantic Signatures,"Nathaniel Weir, JoГЈo Sedoc and Benjamin Van Durme"
2020-11-17,gather,14:00,16:00,Gather Session 3E,"Gather Session 3E: Information Extraction; Phonology, Morphology and Word Segmentation",3E,"Information Extraction; Phonology, Morphology and Word Segmentation",2508, Weakly Supervised Subevent Knowledge Acquisition ,"Wenlin Yao, Zeyu Dai, Maitreyi Ramaswamy, Bonan Min and Ruihong Huang"
2020-11-17,gather,14:00,16:00,Gather Session 3E,"Gather Session 3E: Information Extraction; Phonology, Morphology and Word Segmentation",3E,"Information Extraction; Phonology, Morphology and Word Segmentation",2608, Biomedical Event Extraction as Sequence Labeling ,"Alan Ramponi, Rob van der Goot, Rosario Lombardo and Barbara Plank"
2020-11-17,gather,14:00,16:00,Gather Session 3E,"Gather Session 3E: Information Extraction; Phonology, Morphology and Word Segmentation",3E,"Information Extraction; Phonology, Morphology and Word Segmentation",2922, Annotating Temporal Dependency Graphs via Crowdsourcing ,"Jiarui Yao, Haoling Qiu, Bonan Min and Nianwen Xue"
2020-11-17,gather,14:00,16:00,Gather Session 3E,"Gather Session 3E: Information Extraction; Phonology, Morphology and Word Segmentation",3E,"Information Extraction; Phonology, Morphology and Word Segmentation",3231, Introducing a New Dataset for Event Detection in Cybersecurity Texts ,"Hieu Man Duc Trong, Duc Trong Le, Amir Pouran Ben Veyseh, Thuat Nguyen and Thien Huu Nguyen"
2020-11-17,gather,14:00,16:00,Gather Session 3E,"Gather Session 3E: Information Extraction; Phonology, Morphology and Word Segmentation",3E,"Information Extraction; Phonology, Morphology and Word Segmentation",3336, CHARM: Inferring Personal Attributes from Conversations ,"Anna Tigunova, Andrew Yates, Paramita Mirza and Gerhard Weikum"
2020-11-17,gather,14:00,16:00,Gather Session 3E,"Gather Session 3E: Information Extraction; Phonology, Morphology and Word Segmentation",3E,"Information Extraction; Phonology, Morphology and Word Segmentation",3390, Event Detection: Gate Diversity and Syntactic Importance Scores for Graph Convolution Neural Networks ,"Viet Dac Lai, Tuan ngo Nguyen and Thien Huu Nguyen"
2020-11-17,gather,14:00,16:00,Gather Session 3E,"Gather Session 3E: Information Extraction; Phonology, Morphology and Word Segmentation",3E,"Information Extraction; Phonology, Morphology and Word Segmentation",861, Severing the Edge Between Before and After: Neural Architectures for Temporal Ordering of Events ,"Miguel Ballesteros, Rishita Anubhai, Shuai Wang, Nima Pourdamghani, Yogarshi Vyas, Jie Ma, Parminder Bhatia, Kathleen McKeown and Yaser Al-Onaizan"
2020-11-17,gather,14:00,16:00,Gather Session 3E,"Gather Session 3E: Information Extraction; Phonology, Morphology and Word Segmentation",3E,"Information Extraction; Phonology, Morphology and Word Segmentation",2064, Automatic Extraction of Rules Governing Morphological Agreement ,"Aditi Chaudhary, Antonios Anastasopoulos, Adithya Pratapa, David R. Mortensen, Zaid Sheikh, Yulia Tsvetkov and Graham Neubig"
2020-11-17,gather,14:00,16:00,Gather Session 3E,"Gather Session 3E: Information Extraction; Phonology, Morphology and Word Segmentation",3E,"Information Extraction; Phonology, Morphology and Word Segmentation",2675, Tackling the Low-resource Challenge for Canonical Segmentation ,"Manuel Mager, Г–zlem Г‡etinoДџlu and Katharina Kann"
2020-11-17,gather,14:00,16:00,Gather Session 3E,"Gather Session 3E: Information Extraction; Phonology, Morphology and Word Segmentation",3E,"Information Extraction; Phonology, Morphology and Word Segmentation",2847,IGT2P: From Interlinear Glossed Texts to Paradigms,"Sarah Moeller, Ling Liu, Changbing Yang, Katharina Kann and Mans Hulden"
2020-11-17,gather,14:00,16:00,Gather Session 3F,"Gather Session 3F: Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3F,"Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",1179, Conversational Semantic Parsing ,"Armen Aghajanyan, Jean Maillard, Akshat Shrivastava, Keith Diedrick, Michael Haeger, Haoran Li, Yashar Mehdad, Veselin Stoyanov, Anuj Kumar, Mike Lewis and Sonal Gupta"
2020-11-17,gather,14:00,16:00,Gather Session 3F,"Gather Session 3F: Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3F,"Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",1654, Probing Task-Oriented Dialogue Representation from Language Models ,Chien-Sheng Wu and Caiming Xiong
2020-11-17,gather,14:00,16:00,Gather Session 3F,"Gather Session 3F: Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3F,"Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",2641, End-to-End Slot Alignment and Recognition for Cross-Lingual NLU ,"Weijia Xu, Batool Haider and Saab Mansour"
2020-11-17,gather,14:00,16:00,Gather Session 3F,"Gather Session 3F: Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3F,"Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3217, Discriminative Nearest Neighbor Few-Shot Intent Detection by Transferring Natural Language Inference ,"Jianguo Zhang, Kazuma Hashimoto, Wenhao Liu, Chien-Sheng Wu, Yao Wan, Philip Yu, Richard Socher and Caiming Xiong"
2020-11-17,gather,14:00,16:00,Gather Session 3F,"Gather Session 3F: Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3F,"Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3393, Simple Data Augmentation with the Mask Token Improves Domain Adaptation for Dialog Act Tagging ,"Semih Yavuz, Kazuma Hashimoto, Wenhao Liu, Nitish Shirish Keskar, Richard Socher and Caiming Xiong"
2020-11-17,gather,14:00,16:00,Gather Session 3F,"Gather Session 3F: Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3F,"Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",850, Low-Resource Domain Adaptation for Compositional Task-Oriented Semantic Parsing ,"Xilun Chen, Asish Ghoshal, Yashar Mehdad, Luke Zettlemoyer and Sonal Gupta"
2020-11-17,gather,14:00,16:00,Gather Session 3F,"Gather Session 3F: Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3F,"Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",876, Sound Natural: Content Rephrasing in Dialog Systems ,"Arash Einolghozati, Anchit Gupta, Keith Diedrick and Sonal Gupta"
2020-11-17,gather,14:00,16:00,Gather Session 3F,"Gather Session 3F: Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3F,"Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",2851, Structural Supervision Improves Few-Shot Learning and Syntactic Generalization in Neural Language Models ,"Ethan Wilcox, Peng Qian, Richard Futrell, Ryosuke Kohita, Roger Levy and Miguel Ballesteros"
2020-11-17,gather,14:00,16:00,Gather Session 3F,"Gather Session 3F: Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3F,"Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3181, Investigating representations of verb bias in neural language models ,"Robert Hawkins, Takateru Yamakoshi, Tom Griffiths and Adele Goldberg"
2020-11-17,gather,14:00,16:00,Gather Session 3F,"Gather Session 3F: Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",3F,"Dialog and Interactive Systems; Linguistic Theories, Cognitive Modeling and Psycholinguistics",373, Generating Image Descriptions via Sequential Cross-Modal Alignment Guided by Human Gaze ,"Ece Takmaz, Sandro Pezzelle, Lisa Beinborn and Raquel FernГЎndez"
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",108, How Much Knowledge Can You Pack Into the Parameters of a Language Model? ,"Adam Roberts, Colin Raffel and Noam Shazeer"
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",1782, EXAMS: A Multi-subject High School Examinations Dataset for Cross-lingual and Multilingual Question Answering ,"Momchil Hardalov, Todor Mihaylov, Dimitrina Zlatkova, Yoan Dinkov, Ivan Koychev and Preslav Nakov"
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",1877, End-to-End Synthetic Data Generation for Domain Adaptation of Question Answering Systems ,"Siamak Shakeri, CГ­cero Nogueira dos Santos, Henghui Zhu, Patrick Ng, Feng Nan, Zhiguo Wang, Ramesh Nallapati and Bing Xiang"
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",2078, Multi-Stage Pre-training for Low-Resource Domain Adaptation ,"Rong Zhang, Revanth Gangi Reddy, Md Arafat Sultan, Vittorio Castelli, Anthony Ferritto, Radu Florian, Efsun Sarioglu Kayi, Salim Roukos, Avi Sil and Todd Ward"
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",2120, ISAAQ - Mastering Textbook Questions with Pre-trained Transformers and Bottom-Up and Top-Down Attention ,Jose Manuel Gomez-Perez and RaГєl Ortega
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",595, SubjQA: A Dataset for Subjectivity and Review Comprehension ,"Johannes Bjerva, Nikita Bhutani, Behzad Golshan, Wang-Chiew Tan and Isabelle Augenstein"
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",1258, Keep it Surprisingly Simple: A Simple First Order Graph Based Parsing Model for Joint Morphosyntactic Parsing in Sanskrit ,"Amrith Krishna, Ashim Gupta, Deepak Garasangi, Pavankumar Satuluri and Pawan Goyal"
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",1494, Unsupervised Parsing via Constituency Tests ,"Steven Cao, Nikita Kitaev and Dan Klein"
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",1943, Please Mind the Root: Decoding Arborescences for Dependency Parsing ,"Ran Zmigrod, Tim Vieira and Ryan Cotterell"
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",3046, Unsupervised Cross-Lingual Part-of-Speech Tagging for Truly Low-Resource Scenarios ,"Ramy Eskander, Smaranda Muresan and Michael Collins"
2020-11-17,gather,14:00,16:00,Gather Session 3G,"Gather Session 3G: Question Answering; Syntax: Tagging, Chunking, and Parsing",3G,"Question Answering; Syntax: Tagging, Chunking, and Parsing",3259, Unsupervised Parsing with S-DIORA: Single Tree Encoding for Deep Inside-Outside Recursive Autoencoders ,"Andrew Drozdov, Subendhu Rongali, Yi-Pei Chen, Tim O'Gorman, Mohit Iyyer and Andrew McCallum"
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",1484, Utility is in the Eye of the User: A Critique of NLP Leaderboards ,Kawin Ethayarajh and Dan Jurafsky
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",1631, An Empirical Investigation Towards Efficient Multi-Domain Language Model Pre-training ,"Kristjan Arumae, Qing Sun and Parminder Bhatia"
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",2414, Analyzing Individual Neurons in Pre-trained Language Models ,"Nadir Durrani, Hassan Sajjad, Fahim Dalvi and Yonatan Belinkov"
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",2438, Dissecting Span Identification Tasks with Performance Prediction ,"Sean Papay, Roman Klinger and Sebastian PadГі"
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3278, Assessing Phrasal Representation and Composition in Transformers ,Lang Yu and Allyson Ettinger
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3543, Analyzing Redundancy in Pretrained Transformer Models ,"Fahim Dalvi, Hassan Sajjad, Nadir Durrani and Yonatan Belinkov"
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",1103, GLUCOSE: GeneraLized and COntextualized Story Explanations ,"Nasrin Mostafazadeh, Aditya Kalyanpur, Lori Moon, David Buchanan, Lauren Berkowitz, Or Biran and Jennifer Chu-Carroll"
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",1938, Character-level Representations Improve DRS-based Semantic Parsing Even in the Age of BERT ,"Rik van Noord, Antonio Toral and Johan Bos"
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",2989," Infusing Disease Knowledge into BERT for Health Question Answering, Medical Inference and Disease Name Recognition ","Yun He, Ziwei Zhu, Yin Zhang, Qin Chen and James Caverlee"
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",41, Unsupervised Commonsense Question Answering with Self-Talk ,"Vered Shwartz, Peter West, Ronan Le Bras, Chandra Bhagavatula and Yejin Choi"
2020-11-17,gather,14:00,16:00,Gather Session 3H,"Gather Session 3H: Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",3H,"Interpretability and Analysis of Models for NLP; Semantics: Sentence-level Semantics, Textual Inference and Other areas",607," Reasoning about Goals, Steps, and Temporal Ordering with WikiHow ","Li Zhang, Qing Lyu and Chris Callison-Burch"
2020-11-17,gather,14:00,16:00,Gather Session 3I,Gather Session 3I: Demos,3I,Demos,DEMO59, ARES: A Reading Comprehension Ensembling Service,"Anthony Ferritto, Lin Pan, Rishav Chakravarti, Salim Roukos, Radu Florian, J William Murdock and Avi Sil"
2020-11-17,gather,14:00,16:00,Gather Session 3I,Gather Session 3I: Demos,3I,Demos,DEMO60, Transformers: State-of-the-Art Natural Language Processing,"Thomas Wolf, Julien Chaumond, Lysandre Debut, Victor Sanh, Clement Delangue, Anthony Moi, Pierric Cistac, Morgan Funtowicz, Joe Davison, Sam Shleifer, Remi Louf, Patrick von Platen, Tim Rault, Yacine Jernite, Teven Le Scao, Sylvain Gugger, Julien Plu, Clara Ma, Canwei Shen, Mariama Drame, Quentin Lhoest and Alexander Rush"
2020-11-17,gather,14:00,16:00,Gather Session 3I,Gather Session 3I: Demos,3I,Demos,DEMO72, HUMAN: Hierarchical Universal Modular ANnotator,"Moritz Wolf, Dana Ruiter, Ashwin Geet D'Sa, Liane Reiners, Jan Alexandersson and Dietrich Klakow"
2020-11-17,gather,14:00,16:00,Gather Session 3I,Gather Session 3I: Demos,3I,Demos,DEMO79, DeezyMatch: A Flexible Deep Learning Approach to Fuzzy String Matching,"Kasra Hosseini, Federico Nanni and Mariona Coll Ardanuy"
2020-11-17,gather,14:00,16:00,Gather Session 3I,Gather Session 3I: Demos,3I,Demos,DEMO89, InVeRo: Making Semantic Role Labeling Accessible with Intelligible Verbs and Roles,"Simone Conia, Fabrizio Brignone, Davide Zanfardino and Roberto Navigli"
2020-11-17,gather,14:00,16:00,Gather Session 3I,Gather Session 3I: Demos,3I,Demos,DEMO97, ENTYFI: A System for Fine-grained Entity Typing in Fictional Texts,"Cuong Xuan Chu, Simon Razniewski and Gerhard Weikum"
2020-11-17,plenary,19:00,20:00,Keynote II,Keynote II: Rich Caruana,,,,,
2020-11-17,zoom,20:00,21:00,Zoom Q&A Session 9A,Zoom Q&A Session 9A: Speech and Multimodality,9A,Speech and Multimodality,2383, Widget Captioning: Generating Natural Language Description for Mobile User Interface Elements ,"Yang Li, Gang Li, Luheng He, Jingjie Zheng, Hong Li and Zhiwei Guan"
2020-11-17,zoom,20:00,21:00,Zoom Q&A Session 9A,Zoom Q&A Session 9A: Speech and Multimodality,9A,Speech and Multimodality,3239, Unsupervised Natural Language Inference via Decoupled Multimodal Contrastive Learning ,"Wanyun Cui, Guangyu Zheng and Wei Wang"
2020-11-17,zoom,20:00,21:00,Zoom Q&A Session 9A,Zoom Q&A Session 9A: Speech and Multimodality,9A,Speech and Multimodality,2218, Digital Voicing of Silent Speech ,David Gaddy and Dan Klein
2020-11-17,zoom,20:00,21:00,Zoom Q&A Session 9A,Zoom Q&A Session 9A: Speech and Multimodality,9A,Speech and Multimodality,CL4, Sparse Transcription ,Steven Bird
2020-11-17,zoom,20:00,21:00,Zoom Q&A Session 9A,Zoom Q&A Session 9A: Speech and Multimodality,9A,Speech and Multimodality,TACL2221, Consistent Transcription and Translation of Speech ,"Matthias Sperber, Hendra Setiawan, Christian Gollan, Udhay Nallasamy, Matthias Paulik"
2020-11-17,zoom,20:00,21:00,Zoom Q&A Session 9B,Zoom Q&A Session 9B: Machine Learning for NLP,9B,Machine Learning for NLP,60, Imitation Attacks and Defenses for Black-box Machine Translation Systems ,"Eric Wallace, Mitchell Stern and Dawn Song"
2020-11-17,zoom,20:00,21:00,Zoom Q&A Session 9B,Zoom Q&A Session 9B: Machine Learning for NLP,9B,Machine Learning for NLP,1356, Sequence-Level Mixed Sample Data Augmentation ,"Demi Guo, Yoon Kim and Alexander Rush"
2020-11-17,zoom,20:00,21:00,Zoom Q&A Session 9B,Zoom Q&A Session 9B: Machine Learning for NLP,9B,Machine Learning for NLP,2198, Consistency of a Recurrent Language Model With Respect to Incomplete Decoding ,"Sean Welleck, Ilia Kulikov, Jaedeok Kim, Richard Yuanzhe Pang and Kyunghyun Cho"
2020-11-17,zoom,20:00,21:00,Zoom Q&A Session 9B,Zoom Q&A Session 9B: Machine Learning for NLP,9B,Machine Learning for NLP,2636, An Exploration of Arbitrary-Order Sequence Labeling via Energy-Based Inference Networks ,"Lifu Tu, Tianyu Liu and Kevin Gimpel"
2020-11-17,zoom,20:00,21:00,Zoom Q&A Session 9B,Zoom Q&A Session 9B: Machine Learning for NLP,9B,Machine Learning for NLP,2834," Ensemble Distillation for Structured Prediction: Calibrated, Accurate, Fast - Choose Three ","Steven Reich, David Mueller and Nicholas Andrews"
