submissionID,title,authors,track,acceptanceStatus,submissionType
603,From Disjoint Sets to Parallel Data to Train Seq2Seq Models for Sentiment Transfer,"Paulo Cavalin, Marisa Vasconcelos, Marcelo Grave, Claudio Pinhanez and Victor Henrique Alves Ribeiro",Machine Translation and Multilinguality,Accept-Findings,Long Paper
561,From Language to Language-ish: How Brain-Like is an LSTM's Representation of Atypical Language Stimuli?,"Maryam Hashemzadeh, Greta Kaufeld, Martha White, Andrea E. Martin and Alona Fyshe","Linguistic Theories, Cognitive Modeling and Psycholinguistics",Accept-Findings,Long Paper
14,Fully Quantized Transformer for Machine Translation,"Gabriele Prato, Ella Charlaix and Mehdi Rezagholizadeh",Machine Translation and Multilinguality,Accept-Findings,Long Paper
3481,Fusing Structured Information into LSTM for Named Entity Recognition,"Lu Xu, Zhanming Jie, Wei Lu and Lidong Bing",Information Extraction,Accept-Findings,Long Paper
884,G-DAug: Generative Data Augmentation for Commonsense Reasoning,"Yiben Yang, Chaitanya Malaviya, Jared Fernandez, Swabha Swayamdipta, Ronan Le Bras, Ji-Ping Wang, Chandra Bhagavatula, Yejin Choi and Doug Downey","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
939,GCDST: A Graph-based and Copy-augmented Multi-domain Dialogue State Tracking,"Peng Wu, Bowei Zou, Ridong Jiang and AiTi Aw",Dialog and Interactive Systems,Accept-Findings,Long Paper
2230,General Purpose Text Embeddings from Pre-trained Language Models for Scalable Inference,"Jingfei Du, Myle Ott, Haoran Li, Xing Zhou and Veselin Stoyanov",Machine Learning for NLP,Accept-Findings,Long Paper
2967,Generalizable and Explainable Dialogue Generation via Explicit Action Learning,"Xinting Huang, Jianzhong Qi, Yu Sun and Rui Zhang",Dialog and Interactive Systems,Accept-Findings,Long Paper
2804,Generating Accurate EHR Assessment from Medical Graph,Zhichao Yang and hong yu,Language Generation,Accept-Findings,Long Paper
2759,Global Bootstrapping Neural Network for Entity Set Expansion,"Lingyong Yan, Xianpei Han, Ben He and Le Sun",Information Extraction,Accept-Findings,Long Paper
117,GRACE: Gradient Harmonized and Cascaded Labeling for Aspect-based Sentiment Analysis,"Huaishao Luo, Lei Ji, Tianrui Li, Daxin Jiang and Nan Duan","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept-Findings,Long Paper
323,Gradient-based Analysis of NLP Models is Manipulable,"Junlin Wang, Jens Tuyls, Eric Wallace and Sameer Singh",Multidisciplinary and AC COI,Accept-Findings,Long Paper
2697,Graph Transformer Networks with Syntactic and Semantic Structures for Event Argument Extraction,"Amir Pouran Ben Veyseh, Tuan Ngo Nguyen and Thien Huu Nguyen",Information Extraction,Accept-Findings,Long Paper
2417,Graph-to-Graph Transformer for Transition-based Dependency Parsing,Alireza Mohammadshahi and James Henderson,"Syntax: Tagging, Chunking, and Parsing",Accept-Findings,Long Paper
2146,Graph-to-Tree Neural Networks for Learning Structured Input-Output Translation with Applications to Semantic Parsing and Math Word Problem,"Shucheng Li, Lingfei Wu, Shiwei Feng, Fangli Xu, Fengyuan Xu and Sheng Zhong","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
2031,Grid Tagging Scheme for End-to-End Fine-grained Opinion Extraction,"Zhen Wu, Chengcan Ying, Fei Zhao, Zhifang Fan, Xinyu Dai and Rui Xia","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept-Findings,Long Paper
690,Group-wise Contrastive Learning for Neural Dialogue Generation,"Hengyi Cai, Hongshen Chen, Yonghao Song, zhuoye Ding, Yongjun Bao, Weipeng Yan and Xiaofang Zhao",Dialog and Interactive Systems,Accept-Findings,Long Paper
183,GRUEN for Evaluating Linguistic Quality of Generated Text,Wanzheng Zhu and Suma Bhat,Language Generation,Accept-Findings,Long Paper
1859,Guided Dialogue Policy Learning without Adversarial Learning in the Loop,"Ziming Li, Sungjin Lee, Baolin Peng, Jinchao Li, Julia Kiseleva, Maarten de Rijke, Shahin Shayandeh and Jianfeng Gao",Dialog and Interactive Systems,Accept-Findings,Long Paper
3459,Guiding Attention for Self-Supervised Learning with Transformers,Ameet Deshpande and Karthik Narasimhan,Interpretability and Analysis of Models for NLP,Accept-Findings,Long Paper
2043,Hierarchical Pre-training for Sequence Labelling in Spoken Dialog,"Emile Chapuis, Pierre Colombo, Matteo Manica, Matthieu Labeau and Chloé Clavel",Dialog and Interactive Systems,Accept-Findings,Long Paper
994,High-order Semantic Role Labeling,"Zuchao Li, Hai Zhao, Rui Wang and Kevin Parnow","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
2519,HoVer: A Dataset for Many-Hop Fact Extraction And Claim Verification,"Yichen Jiang, Shikha Bordia, ZHENG ZHONG, Charles Dognin, Maneesh Singh and Mohit Bansal",Information Retrieval and Text Mining,Accept-Findings,Long Paper
311,How Decoding Strategies Affect the Verifiability of Generated Text,"Luca Massarelli, Fabio Petroni, Aleksandra Piktus, Myle Ott, Tim Rocktäschel, Vassilis Plachouras, Fabrizio Silvestri and Sebastian Riedel",Language Generation,Accept-Findings,Long Paper
1991,How Does Context Matter? On the Robustness of Event Detection with Context-Selective Mask Generalization,"Jian Liu, Yubo Chen, Kang Liu, Yantao Jia and Zhicheng Sheng",Information Extraction,Accept-Findings,Long Paper
924,HybridQA: A Dataset of Multi-Hop Question Answering over Tabular and Textual Data,"Wenhu Chen, Hanwen Zha, Zhiyu Chen, Wenhan Xiong, Hong Wang and William Yang Wang",Question Answering,Accept-Findings,Long Paper
2516,Identifying spurious correlations for robust text classification,Zhao Wang and Aron Culotta,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept-Findings,Long Paper
2453,Improve Transformer Models with Better Relative Position Embeddings,"zhiheng huang, Davis Liang, Peng Xu and Bing Xiang",Machine Learning for NLP,Accept-Findings,Long Paper
1971,Improving Compositional Generalization in Semantic Parsing,"Inbar Oren, Jonathan Herzig, Nitish Gupta, Matt Gardner and Jonathan Berant","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
1419,Improving Constituency Parsing with Span Attention,"Yuanhe Tian, Yan Song, Fei Xia and Tong Zhang","Syntax: Tagging, Chunking, and Parsing",Accept-Findings,Long Paper
1582,Improving End-to-End Bangla Speech Recognition with Semi-supervised Training,"Nafis Sadeq, Nafis Tahmid Chowdhury, Farhan Tanvir Utshaw, Shafayat Ahmed and Muhammad Abdullah Adnan",Speech and Multimodality,Accept-Findings,Long Paper
405,Improving Grammatical Error Correction with Machine Translation Pairs,"Wangchunshu Zhou, Tao Ge, Chang Mu, Ke Xu, Furu Wei and Ming Zhou",NLP Applications,Accept-Findings,Long Paper
1169,Improving Knowledge-Aware Dialogue Response Generation by Using Human-Written Prototype Dialogues,"Sixing Wu, Ying Li, Dawei Zhang and Zhonghai Wu",Dialog and Interactive Systems,Accept-Findings,Long Paper
3315,Improving Limited Labeled Dialogue State Tracking with Self-Supervision,"Chien-Sheng Wu, Steven C.H. Hoi and Caiming Xiong",Dialog and Interactive Systems,Accept-Findings,Long Paper
3164,Improving Named Entity Recognition with Attentive Ensemble of Syntactic Information,"Yuyang Nie, Yuanhe Tian, Yan Song, Xiang Ao and Xiang Wan",Information Retrieval and Text Mining,Accept-Findings,Long Paper
724,Improving QA Generalization by Concurrent Modeling of Multiple Biases,"Mingzhu Wu, Nafise Sadat Moosavi, Andreas Rücklé and Iryna Gurevych",Machine Learning for NLP,Accept-Findings,Long Paper
131,Improving Text Understanding via Deep Syntax-Semantics Communication,"Hao Fei, Yafeng Ren and Donghong Ji","Syntax: Tagging, Chunking, and Parsing",Accept-Findings,Long Paper
2124,Improving Word Embedding Factorization for Compression using Distilled Nonlinear Neural Decomposition,"Vasileios Lioutas, Ahmad Rashid, Krtin Kumar, Md. Akmal Haidar and Mehdi Rezagholizadeh",Machine Learning for NLP,Accept-Findings,Long Paper
2878,Incremental Text-to-Speech Synthesis with Prefix-to-Prefix Framework,"Mingbo Ma, Baigong Zheng, Kaibo Liu, Renjie Zheng, Hairong Liu, Kainan Peng, Kenneth Church and Liang Huang",Speech and Multimodality,Accept-Findings,Long Paper
1361,Inferring about fraudulent collusion risk on Brazilian public works contracts in official texts using a Bi-LSTM approach,"MARCOS LIMA, Roberta Silva, Felipe Lopes de Souza Mendes, Leonardo R. de Carvalho, Aleteia Araujo and Flavio de Barros Vidal",Information Retrieval and Text Mining,Accept-Findings,Long Paper
2159,Inferring symmetry in natural language,"Chelsea Tanchip, Lei Yu, Aotao Xu and Yang Xu","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
3634,"iNLPSuite: Monolingual Corpora, Evaluation Benchmarks and Pre-trained Multilingual Language Models for Indian Languages","Divyanshu Kakwani, Anoop Kunchukuttan, Satish Golla, Gokul N.C., Avik Bhattacharyya, Mitesh M. Khapra and Pratyush Kumar","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
1847,Integrating Graph Contextualized Knowledge into Pre-trained Language Models,"Bin He, Di Zhou, Jinghui Xiao, Xin Jiang, Qun Liu, Nicholas Jing Yuan and Tong Xu",Information Extraction,Accept-Findings,Long Paper
3309,"Internal and External Pressures on Language Emergence: Least Effort, Object Constancy and Frequency","Diana Rodríguez Luna, Edoardo Maria Ponti, Dieuwke Hupkes and Elia Bruni","Language Grounding to Vision, Robotics and Beyond",Accept-Findings,Long Paper
549,Interpretable Entity Representations through Large-Scale Typing,Yasumasa Onoe and Greg Durrett,Information Extraction,Accept-Findings,Long Paper
2868,It's not a Non-Issue: Negation as a Source of Error in Machine Translation,"Md Mosharaf Hossain, Antonios Anastasopoulos, Eduardo Blanco and Alexis Palmer",Machine Translation and Multilinguality,Accept-Findings,Long Paper
3630,Joint Intent Detection and Entity Linking on Spatial Domain Queries,"lei zhang, Runze Wang, Jingbo Zhou, Jingsong Yu, Zhenhua Ling and Hui Xiong",NLP Applications,Accept-Findings,Long Paper
2889,Joint Turn and Dialogue level User Satisfaction Estimation on Mulit-Domain Conversations,"Praveen Kumar Bodigutla, Aditya Tiwari, Spyros Matsoukas, Josep Valls-Vargas and Lazaros Polymenakos",Dialog and Interactive Systems,Accept-Findings,Long Paper
1714,KLearn: Background Knowledge Inference from Summarization Data,Maxime Peyrard and Robert West,Summarization,Accept-Findings,Long Paper
3466,Language-Conditioned Feature Pyramids for Visual Selection Tasks,Taichi Iki and Akiko Aizawa,"Language Grounding to Vision, Robotics and Beyond",Accept-Findings,Long Paper
3026,Large Product Key Memory for Pre-trained Language Models,Gyuwan Kim and Tae Hwan Jung,Machine Learning for NLP,Accept-Findings,Long Paper
3268,Leakage-Adjusted Simulatability: Can Models Generate Non-Trivial Explanations of Their Behavior in Natural Language?,"Peter Hase, Shiyue Zhang, Harry Xie and Mohit Bansal",Interpretability and Analysis of Models for NLP,Accept-Findings,Long Paper
1900,Learning Knowledge Bases with Parameters for Task-Oriented Dialogue Systems,"Andrea Madotto, Samuel Cahyawijaya, Genta Indra Winata, Yan Xu, Zihan Liu, Zhaojiang Lin and Pascale Fung",Dialog and Interactive Systems,Accept-Findings,Long Paper
2032,Learning Numeral Embedding,"Chengyue Jiang, Zhonglin Nian, Kaihao Guo, Shanbo Chu, Yinggong Zhao, Libin Shen and Kewei Tu",Semantics: Lexical Semantics,Accept-Findings,Long Paper
1020,Learning Robust and Multilingual Speech Representations,"Kazuya Kawakami, Luyu Wang, Chris Dyer, Phil Blunsom and Aaron van den Oord",Speech and Multimodality,Accept-Findings,Long Paper
2244,Learning to Generalize for Sequential Decision Making,"Xusen Yin, Ralph Weischedel and Jonathan May",Dialog and Interactive Systems,Accept-Findings,Long Paper
3371,Learning to Learn to Disambiguate: Meta-Learning for Few-Shot Word Sense Disambiguation,"Nithin Holla, Pushkar Mishra, Helen Yannakoudakis and Ekaterina Shutova",Multidisciplinary and AC COI,Accept-Findings,Long Paper
2240,Learning to Model and Ignore Dataset Bias with Mixed Capacity Ensembles,"Christopher Clark, Mark Yatskar and Luke Zettlemoyer",Machine Learning for NLP,Accept-Findings,Long Paper
2086,Learning to Plan and Realize Separately for Open-Ended Dialogue Systems,"Sashank Santhanam, Zhuo Cheng, Brodie Mather, Bonnie Dorr, Archna Bhatia, Bryanna Hebenstreit, Alan Zemel, Adam Dalton, Tomek Strzalkowski and Samira Shaikh",Dialog and Interactive Systems,Accept-Findings,Long Paper
3312,LIMIT-BERT : Linguistics Informed Multi-Task BERT,"Junru Zhou, Zhuosheng Zhang, Hai Zhao and Shuailiang Zhang","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
857,LiMiT: The Literal Motion in Text Dataset,"Irene Manotas, Ngoc Phuoc An Vo and Vadim Sheinin","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
1718,Logic2Text: High-Fidelity Natural Language Generation from Logical Forms,"Zhiyu Chen, Wenhu Chen, Hanwen Zha, Xiyou Zhou, Yunkai Zhang, Sairam Sundaresan and William Yang Wang",Language Generation,Accept-Findings,Long Paper
3388,Long Document Ranking with Query-Directed Sparse Transformer,"Jyun-Yu Jiang, Chenyan Xiong, Chia-Jung Lee and Wei Wang",Information Retrieval and Text Mining,Accept-Findings,Long Paper
3233,Looking inside Noun Compounds: Unsupervised Prepositional and Free Paraphrasing using Language Models,"Girishkumar Ponkiya, Rudra Murthy, Pushpak Bhattacharyya and Girish Palshikar",Semantics: Lexical Semantics,Accept-Findings,Long Paper
2134,LSTMS Compose --- and Learn --- Bottom-Up,Naomi Saphra and Adam Lopez,Interpretability and Analysis of Models for NLP,Accept-Findings,Long Paper
415,Machines Getting with the Program: Understanding Intent Arguments of Non-Canonical Directives,"Won Ik Cho, Youngki Moon, Sangwhan Moon, Seok Min Kim and Nam Soo Kim",Information Retrieval and Text Mining,Accept-Findings,Long Paper
2957,Making Information Seeking Easier: An Improved Pipeline for Conversational Search,Vaibhav Kumar and Jamie Callan,Information Retrieval and Text Mining,Accept-Findings,Long Paper
262,Mimic and Conquer: Heterogeneous Tree Structure Distillation for Syntactic NLP,"Hao Fei, Yafeng Ren and Donghong Ji","Syntax: Tagging, Chunking, and Parsing",Accept-Findings,Long Paper
321,Minimize Exposure Bias of Seq2Seq Models in Joint Entity and Relation Extraction,"Haoran Zhang, Qianying Liu, Aysa Xuemo Fan, Heng Ji, Daojian Zeng, Fei Cheng, Daisuke Kawahara and Sadao Kurohashi",Information Extraction,Accept-Findings,Long Paper
2539,Mining Knowledge for Natural Language Inference from Wikipedia Categories,"Mingda Chen, Zewei Chu, Karl Stratos and Kevin Gimpel","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
3448,MMFT-BERT: Multimodal Fusion Transformer with BERT Encodings for Visual Question Answering,"Aisha Urooj, Amir Mazaheri, Niels Da vitoria lobo and Mubarak Shah","Language Grounding to Vision, Robotics and Beyond",Accept-Findings,Long Paper
1151,Modeling Intra and Inter-modality Incongruity for Multi-Modal Sarcasm Detection,"Hongliang Pan, Zheng Lin, Peng Fu, Yatao Qi and Weiping Wang","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept-Findings,Long Paper
2823,Modeling Preconditions in Text with a Crowd-sourced Dataset,"Heeyoung Kwon, Mahnaz Koupaee, Pratyush Singh, Gargi Sawhney, Anmol Shukla, Keerthi Kumar Kallur, Nathanael Chambers and Niranjan Balasubramanian",Information Extraction,Accept-Findings,Long Paper
1437,Multi-Agent Mutual Learning at Sentence-Level and Token-Level for Neural Machine Translation,"Baohao Liao, Yingbo Gao and Hermann Ney",Machine Translation and Multilinguality,Accept-Findings,Long Paper
3444,Multi-hop Question Generation with Graph Convolutional Network,"Dan Su, Yan Xu, Wenliang Dai, Ziwei Ji, Tiezheng Yu and Pascale Fung",Language Generation,Accept-Findings,Long Paper
1708,Multi-pretraining for Large-scale Text Classification,"Kang-Min Kim, Bumsu Hyeon, Yeachan Kim, Jun-Hyung Park and SangKeun Lee",Information Retrieval and Text Mining,Accept-Findings,Long Paper
1662,Multi-Turn Dialogue Generation in E-Commerce Platform with the Context of Historical Dialogue,"WeiSheng Zhang, Kaisong Song, Yangyang Kang, Zhongqing Wang, Changlong Sun, Xiaozhong Liu, Shoushan Li, Min Zhang and Luo Si",Dialog and Interactive Systems,Accept-Findings,Long Paper
957,Multi^2OIE: Multilingual Open Information Extraction based on Multi-Head Attention with BERT,"Youngbin Ro, Yukyung Lee and Pilsung Kang",Information Extraction,Accept-Findings,Long Paper
3148,Multichannel Generative Language Model: Learning All Possible Factorizations Within and Across Channels,"Harris Chan, Jamie Kiros and William Chan",Language Generation,Accept-Findings,Long Paper
1868,MultiDM-GCN: Aspect-Guided Response Generation in Multi-Domain Multi-Modal Dialogue System using Graph Convolution Network,"Mauajama Firdaus, NIDHI THAKUR and Asif Ekbal",Speech and Multimodality,Accept-Findings,Long Paper
404,Multilingual Argument Mining: Datasets and Analysis,"Orith Toledo-Ronen, Matan Orbach, Yonatan Bilu, Artem Spector and Noam Slonim","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept-Findings,Long Paper
2393,Multilingual Knowledge Graph Completion via Ensemble Knowledge Transfer,"Xuelu Chen, Muhao Chen, Changjun Fan, Ankith Uppunda, Yizhou Sun and Carlo Zaniolo",Information Extraction,Accept-Findings,Long Paper
1232,Multimodal Incremental Transformer with Visual Grounding for Visual Dialogue,"Feilong Chen, Fandong Meng, Peng Li, Xiuyi Chen, Shuang Xu, Bo Xu and Jie Zhou","Language Grounding to Vision, Robotics and Beyond",Accept-Findings,Long Paper
2681,Narrative Text Generation with a Latent Discrete Plan,Harsh Jhamtani and Taylor Berg-Kirkpatrick,Language Generation,Accept-Findings,Long Paper
2137,Natural Language Rationales with Full-Stack Visual Reasoning: From Pixels to Semantic Frames to Commonsense Graphs,"Ana Marasović, Chandra Bhagavatula, Jae sung Park, Ronan Le Bras, Noah A. Smith and Yejin Choi","Language Grounding to Vision, Robotics and Beyond",Accept-Findings,Long Paper
1352,Neural Dialogue State Tracking with Temporally Expressive Networks,"Junfan Chen, Richong Zhang, Yongyi Mao and Jie Xu",Dialog and Interactive Systems,Accept-Findings,Long Paper
37,Neural Verification Network for Quality Estimation of Grammatical Error Correction,"Zhenghao Liu, Xiaoyuan Yi, Maosong Sun, Zhiyuan Liu, Liner Yang and Tat-Seng Chua",NLP Applications,Accept-Findings,Long Paper
553,NeuReduce: Reducing Mixed Boolean-Arithmetic Expressions by Recurrent Neural Network,"Weijie Feng, Binbin Liu, Dongpeng Xu, Qilong Zheng and Yun Xu",Machine Learning for NLP,Accept-Findings,Long Paper
2297,Neutralizing Gender Bias in Word Embedding with Latent Disentanglement and Counterfactual Generation,"Seungjae Shin, Kyungwoo Song, JoonHo Jang, Hyemi Kim, Weonyoung Joo and Il-Chul Moon",Semantics: Lexical Semantics,Accept-Findings,Long Paper
3085,No Answer is Better Than Wrong Answer: A Reflection Model for Document Level Machine Reading Comprehension,"Xuguang Wang, Linjun Shou, Ming Gong, Nan Duan and Daxin Jiang",Question Answering,Accept-Findings,Long Paper
1589,No Gestures Left Behind: Learning Relationships between Spoken Language and Freeform Gestures,"Chaitanya Ahuja, Dong Won Lee, Ryo Ishii and Louis-Philippe Morency","Language Grounding to Vision, Robotics and Beyond",Accept-Findings,Long Paper
2559,OCNLI: Original Chinese Natural Language Inference,"Hai Hu, Kyle Richardson, Liang Xu, Lu Li, Sandra Kübler and Lawrence Moss","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
1411,Octa: Omissions and Conflicts in Target-Aspect Sentiment Analysis,"Zhe Zhang, Chung-Wei Hang and Munindar Singh","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept-Findings,Long Paper
2505,On the Importance of Adaptive Data Collection for Extremely Imbalanced Pairwise Tasks,"Stephen Mussmann, Robin Jia and Percy Liang",Machine Learning for NLP,Accept-Findings,Long Paper
1983,On the Interplay Between Fine-tuning and Sentence-Level Probing for Linguistic Knowledge in Pre-Trained Transformers,"Marius Mosbach, Anna Khokhlova, Michael A. Hedderich and Dietrich Klakow",Interpretability and Analysis of Models for NLP,Accept-Findings,Long Paper
1416,On the Language Neutrality of Pre-trained Multilingual Representations,"Jindřich Libovický, Rudolf Rosa and Alexander Fraser",Machine Translation and Multilinguality,Accept-Findings,Long Paper
1538,On the Potential of Lexico-logical Alignments for Semantic Parsing to SQL Queries,"Tianze Shi, Chen Zhao, Jordan Boyd-Graber, Hal Daumé III and Lillian Lee","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept-Findings,Long Paper
3561,On the Sub-Layer Functionalities of Transformer Decoder,"Yilin Yang, Longyue Wang, Shuming Shi, Prasad Tadepalli, Stefan Lee and Zhaopeng Tu",Machine Translation and Multilinguality,Accept-Findings,Long Paper
428,Open-Ended Visual Question Answering by Multi-Modal Domain Adaptation,"Yiming Xu, Lin Chen, Zhongwei Cheng, Lixin Duan and Jiebo Luo",Question Answering,Accept-Findings,Long Paper
1435,Optimizing BERT for Unlabeled Text-Based Items Similarity,"Itzik Malkiel, Oren Barkan, Avi Caciularu, Noam Razin, Ori Katz and Noam Koenigstein",Machine Learning for NLP,Accept-Findings,Long Paper
1109,Optimizing Word Segmentation for Downstream Task,"Tatsuya Hiraoka, Sho Takase, Kei Uchiumi, Atsushi Keyaki and Naoaki Okazaki","Phonology, Morphology and Word Segmentation",Accept-Findings,Long Paper
2047,Out-of-Sample Representation Learning for Knowledge Graphs,"Marjan Albooyeh, Rishab Goel and Seyed Mehran Kazemi",Machine Learning for NLP,Accept-Findings,Long Paper
3598,Paraphrasing vs Coreferring: Two Sides of the Same Coin,"Yehudit Meged, Avi Caciularu, Vered Shwartz and Ido Dagan",Discourse and Pragmatics,Accept-Findings,Long Paper
3311,"Parsing All: Syntax and Semantics, Dependencies and Spans","Junru Zhou, Zuchao Li and Hai Zhao","Syntax: Tagging, Chunking, and Parsing",Accept-Findings,Long Paper
1752,Participatory Research for Low-resourced Machine Translation: A Case Study in African Languages,"Wilhelmina Nekoto, Vukosi Marivate, Tshinondiwa Matsila, Timi Fasubaa, Taiwo Fagbohungbe, Solomon Oluwole Akinola, Shamsuddeen Muhammad, Salomon KABONGO KABENAMUALU, Salomey Osei, Freshia Sackey, Rubungo Andre Niyongabo, Ricky Macharm, Perez Ogayo, Orevaoghene Ahia, Musie Meressa Berhe, Mofetoluwa Adeyemi, Masabata Mokgesi-Selinga, Lawrence Okegbemi, Laura Martinus, Kolawole Tajudeen, Kevin Degila, Kelechi Ogueji, Kathleen Siminyu, Julia Kreutzer, Jason Webster, Jamiil Toure Ali, Jade Abbott, Iroro Orife, Ignatius Ezeani, Idris Abdulkadir Dangana, Herman Kamper, Hady Elsahar, Goodness Duru, ghollah kioko, Murhabazi Espoir, Elan van Biljon, Daniel Whitenack, Christopher Onyefuluchi, Chris Chinenye Emezue, Bonaventure F. P. Dossou, Blessing Sibanda, Blessing Bassey, Ayodele Olabiyi, Arshath Ramkilowan, Alp Öktem, Adewale Akinfaderin and Abdallah Bashir",Machine Translation and Multilinguality,Accept-Findings,Long Paper
547,PBoS: Probabilistic Bag-of-Subwords for Generalizing Word Embedding,"Zhao Jinman, Shawn Zhong, Xiaomin Zhang and Yingyu Liang",Multidisciplinary and AC COI,Accept-Findings,Long Paper
826,Persian Ezafe Recognition Using Transformers and Its Role in Part-Of-Speech Tagging,"Ehsan Doostmohammadi, Minoo Nassajian and Adel Rahimi","Syntax: Tagging, Chunking, and Parsing",Accept-Findings,Long Paper
2127,PharmMT: A Neural Machine Translation Approach to Simplify Prescription Directions,"Jiazhao Li, Corey Lester, Xinyan Zhao, Yuting Ding, Yun Jiang and V.G.Vinod Vydiswaran",Machine Translation and Multilinguality,Accept-Findings,Long Paper
1925,Plug-and-Play Conversational Models,"Andrea Madotto, Etsuko Ishii, Zhaojiang Lin, Sumanth Dathathri and Pascale Fung",Dialog and Interactive Systems,Accept-Findings,Long Paper
3106,Poison Attacks against Text Datasets with Conditional Adversarially Regularized Autoencoder,"Alvin Chan, Yi Tay, Yew-Soon Ong and Aston Zhang",Interpretability and Analysis of Models for NLP,Accept-Findings,Long Paper
1597,Pragmatic Issue-Sensitive Image Captioning,"Allen Nie, Reuben Cohn-Gordon and Christopher Potts","Language Grounding to Vision, Robotics and Beyond",Accept-Findings,Long Paper
1307,Predicting Responses to Psychological Questionnaires from Participants' Social Media Posts and Question Text Embeddings,"Huy Vu, Suhaib Abdurahman, Sudeep Bhatia and Lyle Ungar",Computational Social Science and Social Media,Accept-Findings,Long Paper
2605,Privacy at Scale: Introducing the PaS Corpus of Web Privacy Policies,"Mukund Srinath, Shomir Wilson and C Lee Giles",NLP Applications,Accept-Findings,Long Paper
1182,Privacy-Preserving News Recommendation Model Learning,"Tao Qi, Fangzhao Wu, Chuhan Wu, Yongfeng Huang and Xing Xie",Information Retrieval and Text Mining,Accept-Findings,Long Paper
3368,PrivNet: Safeguarding Private Attributes in Transfer Learning for Recommendation,Guangneng Hu and Qiang Yang,Machine Learning for NLP,Accept-Findings,Long Paper
3526,Probabilistic Case-based Reasoning in Knowledge Bases,"Rajarshi Das, Ameya Godbole, Nicholas Monath, Manzil Zaheer and Andrew McCallum",Information Extraction,Accept-Findings,Long Paper
1905,ProphetNet: Predicting Future N-gram for Sequence-to-Sequence Pre-training,"Weizhen Qi, Yu Yan, Yeyun Gong, Dayiheng Liu, Nan Duan, Jiusheng Chen, Ruofei Zhang and Ming Zhou",Language Generation,Accept-Findings,Long Paper
651,Pruning Redundant Mappings in Transformer Models via Spectral-Normalized Identity Prior,"Zi Lin, Jeremiah Liu, Zi Yang, Nan Hua and Dan Roth",Machine Learning for NLP,Accept-Findings,Long Paper
1040,Quantifying the Contextualization of Word Representations with Semantic Class Probing,"Mengjie Zhao, Philipp Dufter, Yadollah Yaghoobzadeh and Hinrich Schütze",Interpretability and Analysis of Models for NLP,Accept-Findings,Long Paper
2850,Question Answering with Long Multiple-Span Answers,"Ming Zhu, Aman Ahuja, Da-Cheng Juan, Wei Wei and Chandan K Reddy",Question Answering,Accept-Findings,Long Paper
2466,RealToxicityPrompts: Evaluating Neural Toxic Degeneration in Language Models,"Samuel Gehman, Suchin Gururangan, Maarten Sap, Yejin Choi and Noah A. Smith",Interpretability and Analysis of Models for NLP,Accept-Findings,Long Paper
1369,Record-to-Text Generation with Style Imitation,"Shuai Lin, Wentao Wang, Zichao Yang, Xiaodan Liang, Frank F. Xu, Eric Xing and Zhiting Hu",Language Generation,Accept-Findings,Long Paper
1463,Recurrent Inference in Text Editing,"Ning Shi, Ziheng Zeng, Haotian Zhang and Yichen Gong",Machine Learning for NLP,Accept-Findings,Long Paper
1849,Recursive Top-Down Production for Sentence Generation with Latent Trees,"Shawn Tan, Yikang Shen, Alessandro Sordoni, Aaron Courville and Timothy J. O'Donnell",Machine Learning for NLP,Accept-Findings,Long Paper
123,Reducing Sentiment Bias in Language Models via Counterfactual Evaluation,"Po-Sen Huang, Huan Zhang, Ray Jiang, Robert Stanforth, Johannes Welbl, Jack Rae, Vishal Maini, Dani Yogatama and Pushmeet Kohli",Language Generation,Accept-Findings,Long Paper
1830,Reducing the Frequency of Hallucinated Quantities in Abstractive Summaries,"Zheng Zhao, Shay B. Cohen and Bonnie Webber",Summarization,Accept-Findings,Long Paper
2824,Reevaluating Adversarial Examples in Natural Language,"John Morris, Eli Lifland, Jack Lanchantin, Yangfeng Ji and Yanjun Qi",Interpretability and Analysis of Models for NLP,Accept-Findings,Long Paper
3090,Reference Language based Unsupervised Neural Machine Translation,"Zuchao Li, Hai Zhao, Rui Wang, Masao Utiyama and Eiichiro Sumita",Machine Translation and Multilinguality,Accept-Findings,Long Paper
